GW Pos. Heuristic,ED Sched. Method,Position distr.,Periods distr.,Map size,ED Number,ED Dens. (1/m^2),Max. SF,GW Number,Channels used,ED Unfeas. Instances,Coverage %,GW Avg. UF,Elapsed,Iterations,Exit condition
Springs (Discr.),None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.15,51,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,2,2,0,100.00,0.19,322,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,1,1,0,100.00,0.63,320,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,1,1,0,100.00,0.63,320,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,1,1,0,100.00,0.63,321,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,5000,0.50,12,1,1,0,100.00,0.67,320,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1279,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1294,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1281,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,2,2,0,100.00,0.66,1286,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,10000,1.00,12,3,3,0,100.00,0.25,1404,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,20000,2.00,12,5,5,0,100.00,0.33,6777,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,20000,2.00,12,4,4,0,100.00,0.66,6328,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,20000,2.00,12,4,4,0,100.00,0.66,6320,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,20000,2.00,12,5,5,0,100.00,0.34,6799,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,100,20000,2.00,12,5,5,0,100.00,0.34,6764,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,1000,0.00,12,3,3,0,100.00,0.12,28,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,1000,0.00,12,3,3,0,100.00,0.12,26,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,1000,0.00,12,3,3,0,100.00,0.12,32,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,1000,0.00,12,3,3,0,100.00,0.12,26,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,1000,0.00,12,3,3,0,100.00,0.13,27,5000,Max. coverage
