ID,X,Y,Channel,UF,Connected EDs
180,96.90,145.60,400,1005,94.47,8
181,-351.66,79.02,1600,1006,74.70,8
182,200.91,18.15,320,1005,70.28,8
183,15.05,-387.35,800,1025,55.13,7
184,10.35,-451.50,320,1009,49.52,7
185,-115.34,137.66,800,1011,64.94,8
186,-356.02,-86.92,1600,1007,68.56,8
187,-93.23,-482.54,400,1009,59.13,7
188,73.72,312.95,400,1020,69.10,8
189,-53.26,-22.64,320,1021,61.60,7
190,-441.28,-425.74,400,1017,60.41,7
191,97.28,-277.40,1600,1025,103.12,8
192,130.24,423.51,400,1015,102.29,8
193,-37.15,-61.44,320,1024,91.88,8
194,452.66,448.91,320,1014,60.39,7
195,267.01,-166.43,400,1023,94.90,8
196,-280.86,-22.45,320,1007,109.29,8
197,-33.83,384.32,320,1026,77.54,8
198,-316.23,-41.96,320,1007,75.23,8
199,266.45,404.78,800,1015,35.30,7
200,261.61,463.50,800,1015,59.52,7
201,-97.62,60.78,400,1021,55.24,7
202,122.17,-308.97,800,1025,114.52,8
203,-139.89,153.88,320,1011,37.94,7
204,-289.31,106.54,320,1006,110.13,8
205,-390.22,-126.44,1600,1000,93.95,8
206,146.52,92.69,400,1005,23.96,7
207,96.34,-441.14,400,1010,118.56,8
208,63.62,-257.37,1600,1025,92.21,8
209,-156.16,-490.93,320,1009,122.54,8
210,101.43,270.69,320,1020,60.55,7
211,433.27,-326.94,800,1016,73.24,8
212,-12.28,295.23,400,1020,72.26,8
213,465.68,-344.66,800,1016,76.55,8
214,382.20,-133.97,320,1027,89.19,8
215,247.64,-24.19,800,1023,77.36,8
216,446.64,-377.67,320,1016,41.96,7
217,123.19,218.67,320,1020,84.96,8
218,-315.93,-217.72,1600,1000,51.83,7
219,-297.02,126.13,1600,1006,98.11,8
220,-373.33,-272.45,320,1000,55.07,7
221,-486.13,-339.18,1600,1017,120.06,8
222,-38.15,148.55,320,1021,110.26,8
223,-399.14,114.23,1600,1006,26.77,7
224,-106.25,-3.57,800,1021,72.74,8
225,-206.82,-255.93,320,1002,110.74,8
226,66.16,-309.29,1600,1025,60.68,7
227,-68.16,313.90,320,1008,65.67,8
228,-143.62,497.97,1600,1026,120.54,8
229,23.55,-299.05,400,1025,36.01,7
230,199.79,-172.38,320,1013,29.13,7
231,146.71,-158.52,1600,1013,25.95,7
232,266.70,303.33,400,1022,109.87,8
233,181.92,404.19,800,1015,50.56,7
234,252.48,-202.07,320,1013,88.46,8
235,-310.94,91.11,1600,1006,96.70,8
236,-398.55,-342.72,1600,1017,62.60,8
237,-363.83,89.12,1600,1006,59.63,7
238,389.55,445.50,1600,1014,3.04,7
239,425.22,-30.95,800,1027,27.20,7
240,87.01,-331.16,400,1025,76.94,8
241,-23.65,315.55,320,1020,94.20,8
242,26.52,82.25,400,1021,85.50,8
243,-274.76,-235.83,400,1000,94.75,8
244,38.18,-483.35,320,1009,74.56,8
245,-152.45,-294.29,400,1002,91.32,8
246,-99.01,-192.83,400,1024,79.81,8
247,145.13,-56.66,800,1013,113.75,8
248,203.19,-167.11,1600,1013,32.10,7
249,259.21,-241.89,400,1013,115.38,8
250,-483.82,345.12,320,1018,105.11,8
251,100.76,-178.52,400,1013,71.20,8
252,26.83,348.00,800,1020,99.18,8
253,-243.77,-426.76,400,1002,69.87,8
254,389.81,111.41,400,1004,49.39,7
