ID,X,Y,Channel,UF,Connected EDs
201,-97.62,60.78,4000,100008,95.60,8
202,122.17,-308.97,8000,100007,93.81,8
203,-139.89,153.88,3200,100005,16.47,7
204,-289.31,106.54,3200,100010,124.72,8
205,-390.22,-126.44,16000,100017,79.31,8
206,146.52,92.69,4000,100019,181.72,9
207,96.34,-441.14,4000,100007,81.31,8
208,63.62,-257.37,16000,100013,124.36,8
209,-156.16,-490.93,3200,100000,121.47,8
210,101.43,270.69,3200,100019,31.68,7
211,433.27,-326.94,8000,100016,141.78,9
212,-12.28,295.23,4000,100019,92.10,8
213,465.68,-344.66,8000,100016,128.15,9
214,382.20,-133.97,3200,100001,67.89,8
215,247.64,-24.19,8000,100001,106.25,8
216,446.64,-377.67,3200,100016,91.98,8
217,123.19,218.67,3200,100019,64.72,8
218,-315.93,-217.72,16000,100003,93.66,8
219,-297.02,126.13,16000,100010,106.58,8
220,-373.33,-272.45,3200,100003,83.19,8
221,-486.13,-339.18,16000,100018,44.05,7
222,-38.15,148.55,3200,100005,85.52,8
223,-399.14,114.23,16000,100010,75.00,8
224,-106.25,-3.57,8000,100008,72.47,8
225,-206.82,-255.93,3200,100003,106.79,8
226,66.16,-309.29,16000,100013,124.74,8
227,-68.16,313.90,3200,100019,150.88,9
228,-143.62,497.97,16000,100021,174.25,9
229,23.55,-299.05,4000,100013,81.06,8
230,199.79,-172.38,3200,100001,159.27,9
231,146.71,-158.52,16000,100002,111.30,8
232,266.70,303.33,4000,100012,78.01,8
233,181.92,404.19,8000,100014,119.21,8
234,252.48,-202.07,3200,100001,141.44,9
235,-310.94,91.11,16000,100010,121.12,8
236,-398.55,-342.72,16000,100018,49.34,7
237,-363.83,89.12,16000,100010,100.62,8
238,389.55,445.50,16000,100011,74.26,8
239,425.22,-30.95,8000,100001,106.88,8
240,87.01,-331.16,4000,100007,97.96,8
241,-23.65,315.55,3200,100019,111.52,8
242,26.52,82.25,4000,100008,110.99,8
243,-274.76,-235.83,4000,100003,77.88,8
244,38.18,-483.35,3200,100000,76.19,8
245,-152.45,-294.29,4000,100013,95.83,8
246,-99.01,-192.83,4000,100013,104.47,8
247,145.13,-56.66,8000,100002,130.05,9
248,203.19,-167.11,16000,100001,153.58,9
249,259.21,-241.89,4000,100020,130.50,9
250,-483.82,345.12,3200,100015,152.62,9
251,100.76,-178.52,4000,100002,77.85,8
252,26.83,348.00,8000,100019,100.33,8
253,-243.77,-426.76,4000,100004,92.59,8
254,389.81,111.41,4000,100009,29.36,7
255,321.33,458.96,4000,100011,32.01,7
256,-156.04,-140.06,16000,100008,177.75,9
257,-476.14,-494.92,8000,100018,173.05,9
258,-207.11,208.26,3200,100005,99.33,8
259,7.41,-32.53,16000,100008,46.94,7
260,-309.02,-16.35,3200,100017,144.30,9
261,-456.61,-415.59,16000,100018,91.61,8
262,211.35,111.24,16000,100009,167.46,9
263,461.57,367.47,16000,100006,117.11,8
264,-24.05,257.28,3200,100019,96.25,8
265,-493.02,78.61,4000,100010,154.20,9
266,243.73,422.57,16000,100012,85.59,8
267,287.64,446.44,16000,100011,60.57,7
268,-225.10,-260.68,3200,100003,88.76,8
269,-404.96,246.73,8000,100015,42.50,7
270,-326.70,437.71,3200,100021,70.01,8
271,-403.32,481.11,3200,100021,156.43,9
272,-158.46,192.46,8000,100005,51.48,7
273,-65.60,154.03,8000,100005,57.85,7
274,100.49,-370.02,16000,100007,66.29,8
275,-122.00,-363.04,4000,100013,99.11,8
276,-385.54,380.68,4000,100021,107.57,8
277,-289.14,168.33,4000,100010,96.84,8
278,-187.66,443.22,3200,100021,106.42,8
279,-377.91,-461.74,4000,100004,104.87,8
280,-100.70,-288.43,8000,100013,43.89,7
281,-339.84,-191.75,8000,100003,124.94,8
282,-494.57,149.79,16000,100010,116.86,8
283,-38.05,-415.82,3200,100000,53.28,7
284,285.93,184.68,3200,100009,134.77,9
285,367.20,-437.33,16000,100016,73.41,8
286,27.07,-322.87,3200,100013,90.69,8
287,-390.48,-112.00,4000,100017,69.15,8
288,138.41,200.34,4000,100019,88.14,8
289,-93.38,322.43,4000,100005,170.37,9
290,421.55,-278.27,3200,100016,190.82,9
291,-125.80,-118.11,16000,100008,141.21,9
292,307.96,-112.68,4000,100001,36.90,7
293,434.18,349.27,3200,100006,111.08,8
294,214.43,135.20,4000,100009,169.88,9
295,124.66,2.40,4000,100002,159.06,9
296,171.84,-470.52,3200,100007,77.38,8
297,99.71,-361.00,16000,100007,70.72,8
298,-304.10,277.41,3200,100015,63.91,8
299,235.31,-315.97,4000,100020,52.85,7
300,-187.01,-394.42,3200,100004,134.55,9
301,-397.77,-20.22,8000,100017,66.29,8
302,-300.28,-212.26,4000,100003,97.58,8
303,447.00,-278.08,4000,100016,191.11,9
304,278.46,436.35,16000,100011,74.20,8
305,-205.40,61.01,4000,100005,124.50,8
306,373.41,-267.15,4000,100020,179.49,9
307,129.36,332.55,3200,100014,41.46,7
308,273.30,-471.55,4000,100020,114.57,8
309,117.58,263.76,3200,100014,36.57,7
310,-215.71,-423.25,3200,100004,115.26,8
311,-327.28,-321.01,8000,100003,30.39,7
312,-56.96,-121.29,4000,100002,96.25,8
313,-399.31,-174.29,3200,100017,115.26,8
314,107.60,-395.83,3200,100007,54.84,7
315,249.72,-101.22,8000,100001,85.40,8
316,-105.76,-227.81,4000,100013,77.89,8
317,-431.77,401.55,8000,100021,154.26,9
318,381.23,174.85,8000,100009,89.85,8
319,-28.36,-207.57,16000,100013,85.69,8
320,-253.93,76.72,8000,100005,152.02,9
321,-373.92,249.44,8000,100015,11.44,7
322,-14.13,-307.51,3200,100013,46.76,7
323,-366.61,-206.83,16000,100003,123.20,8
324,-497.17,400.77,8000,100015,200.37,9
325,308.62,150.49,4000,100009,94.44,8
326,-324.59,-455.27,3200,100004,81.13,8
327,275.06,-387.04,3200,100020,53.85,7
328,-292.74,494.20,4000,100021,107.93,8
329,167.91,-34.17,3200,100002,161.71,9
330,392.32,211.91,8000,100006,108.24,8
331,-306.51,337.99,16000,100021,56.83,7
332,173.65,-176.15,8000,100002,142.11,9
333,32.51,-42.76,4000,100008,73.96,8
334,217.09,-39.93,4000,100001,125.62,9
335,-494.16,-231.32,16000,100018,105.84,8
336,193.37,-55.90,16000,100001,143.71,9
337,153.09,-280.85,8000,100020,112.66,8
338,14.35,-73.59,8000,100002,62.81,8
339,-449.53,-405.68,3200,100018,81.05,8
340,379.01,486.64,4000,100011,49.17,7
341,-215.72,-319.86,8000,100003,83.90,8
342,-61.01,353.78,4000,100019,163.76,9
343,286.19,-113.70,16000,100001,54.93,7
344,-73.45,-396.61,4000,100000,81.26,8
345,467.69,-390.77,3200,100016,85.10,8
346,-340.68,302.60,8000,100015,55.10,7
347,-104.32,-44.31,4000,100008,77.81,8
348,245.01,470.04,3200,100011,87.20,8
349,-411.47,-479.49,16000,100004,139.39,9
350,397.88,399.52,16000,100012,93.37,8
351,-80.86,-316.20,16000,100013,36.76,7
352,278.39,122.79,16000,100009,105.34,8
353,-38.51,-91.02,8000,100008,80.44,8
354,101.83,335.53,4000,100014,57.61,7
355,-297.77,303.23,4000,100015,82.70,8
356,-428.68,462.55,8000,100021,168.29,9
357,-115.49,-141.76,3200,100008,154.26,9
358,416.85,-396.76,3200,100016,73.88,8
359,375.60,-308.23,3200,100020,162.16,9
360,428.68,-410.35,3200,100016,58.58,7
361,468.39,8.80,16000,100009,119.25,8
362,-311.75,-212.81,4000,100003,97.85,8
363,-238.11,248.68,16000,100015,124.73,8
364,221.82,-149.49,3200,100001,128.57,9
365,-214.85,52.74,4000,100005,136.95,9
366,457.71,124.06,4000,100009,89.83,8
367,-67.13,-491.43,3200,100000,37.78,7
368,-136.27,425.42,16000,100021,146.94,9
369,-235.38,301.02,8000,100021,96.26,8
370,-313.97,229.70,8000,100015,53.74,7
371,-493.05,198.10,3200,100010,109.52,8
372,-488.32,386.34,16000,100015,183.76,9
373,139.20,-351.77,3200,100007,47.94,7
374,175.69,370.05,8000,100014,85.28,8
375,47.72,-344.80,3200,100013,118.78,8
376,-277.02,-387.09,8000,100004,44.89,7
377,360.78,45.78,8000,100009,42.45,7
378,356.83,409.51,8000,100012,62.47,7
379,456.11,-325.86,16000,100016,144.62,9
380,-252.83,-139.84,3200,100003,176.16,9
381,127.88,-132.88,4000,100002,89.14,8
382,17.39,-121.20,4000,100002,23.70,7
383,194.09,-482.00,4000,100007,93.80,8
384,119.47,193.69,4000,100019,80.23,8
385,395.35,-258.59,4000,100001,182.90,9
386,223.98,-35.61,3200,100001,121.00,8
387,-323.34,-174.82,8000,100003,137.18,9
388,137.91,-318.00,16000,100007,79.59,8
389,-475.42,-361.89,8000,100018,48.30,7
390,-287.73,-114.72,3200,100017,162.90,9
391,-370.34,-486.84,16000,100004,123.29,8
392,245.15,30.55,4000,100009,142.47,9
393,-253.01,-275.36,4000,100003,57.49,7
394,397.06,344.11,16000,100012,90.45,8
395,-82.83,239.47,8000,100005,93.97,8
396,-407.51,-36.56,3200,100017,47.97,7
397,380.73,140.10,8000,100009,55.13,7
398,-285.26,-222.00,8000,100003,88.91,8
399,-41.73,-197.42,4000,100013,92.21,8
400,375.93,14.85,3200,100009,70.26,8
401,153.76,144.51,3200,100019,140.18,9
402,298.71,-110.33,4000,100001,42.52,7
403,-177.55,136.66,4000,100005,57.04,7
404,364.19,33.71,4000,100009,52.91,7
405,-400.37,450.89,8000,100021,137.77,9
406,76.48,-456.62,3200,100007,106.48,8
407,17.72,424.10,8000,100019,174.32,9
408,284.14,-361.16,4000,100020,59.74,7
409,-267.43,97.11,16000,100010,147.64,9
410,319.10,-26.95,4000,100001,61.19,7
411,290.92,-373.19,16000,100020,66.37,8
412,275.90,425.51,4000,100012,66.56,8
413,-208.57,-252.04,16000,100003,107.33,8
414,-468.39,-387.84,4000,100018,67.43,8
415,115.89,-288.21,4000,100007,115.30,8
416,439.65,288.27,4000,100006,62.28,7
417,226.85,-194.01,4000,100001,151.77,9
418,-345.86,-409.87,3200,100004,43.97,7
419,359.44,-177.31,8000,100001,94.50,8
420,367.32,-358.20,3200,100016,128.85,9
421,-109.95,432.72,3200,100021,174.26,9
422,57.29,208.62,3200,100019,52.07,7
423,-385.80,-499.95,16000,100004,141.84,9
424,-192.24,-468.35,8000,100000,155.57,9
425,-464.96,147.55,8000,100010,90.34,8
426,213.20,87.20,8000,100009,163.58,9
427,-65.26,-185.96,4000,100013,102.78,8
428,-419.62,-31.82,4000,100017,43.47,7
429,364.87,-172.37,3200,100001,91.46,8
430,-253.52,-305.05,16000,100003,45.74,7
431,-398.88,85.00,16000,100010,103.76,8
432,-417.42,-357.71,3200,100018,42.63,7
433,489.54,-243.51,3200,100001,221.25,9
434,-355.53,64.25,3200,100010,126.68,9
435,-88.45,99.29,8000,100005,65.56,8
436,390.42,-187.51,16000,100001,115.92,8
437,-342.45,247.23,8000,100015,20.94,7
438,230.68,327.61,3200,100012,89.05,8
439,-106.07,192.49,16000,100005,41.57,7
440,-120.13,438.96,8000,100021,166.29,9
441,7.62,-459.91,3200,100000,45.22,7
442,68.08,-377.34,16000,100007,95.73,8
443,-162.85,-387.79,8000,100013,145.34,9
444,-393.73,-243.33,3200,100018,95.99,8
445,407.05,168.22,8000,100009,88.46,8
446,-144.63,58.64,3200,100005,98.39,8
447,-109.11,216.20,4000,100005,63.12,8
448,240.45,-53.12,8000,100001,99.10,8
449,58.20,340.80,16000,100019,83.48,8
450,203.57,-279.32,16000,100020,90.94,8
451,-456.11,228.30,16000,100010,82.74,8
452,469.21,-203.63,16000,100001,179.12,9
453,-463.18,133.52,8000,100010,95.92,8
454,-139.09,239.79,4000,100005,86.49,8
455,-250.74,146.84,16000,100005,127.54,9
456,236.90,-497.79,3200,100007,127.99,9
457,37.03,-106.90,8000,100002,24.62,7
458,-415.61,-366.45,3200,100018,50.71,7
459,-40.64,191.75,3200,100005,90.71,8
460,26.83,-104.68,3200,100002,29.31,7
461,33.25,-60.79,4000,100002,70.89,8
462,79.77,-91.58,16000,100002,57.21,7
463,248.94,-54.77,4000,100001,90.56,8
464,-469.68,306.15,8000,100015,119.75,8
465,68.38,-444.59,16000,100007,106.90,8
466,274.66,292.31,16000,100012,83.75,8
467,39.58,-170.66,8000,100002,39.20,7
468,-479.29,-86.27,4000,100017,39.96,7
469,448.71,373.10,8000,100006,126.35,9
470,217.51,-100.08,4000,100001,117.11,8
471,207.00,433.18,16000,100012,121.65,8
472,-75.23,12.94,8000,100008,47.40,7
473,-61.08,-238.12,3200,100013,50.46,7
474,-413.40,-207.79,4000,100018,121.06,8
475,-25.94,360.59,3200,100019,141.59,9
476,8.37,135.25,4000,100005,133.25,9
477,44.89,-325.17,3200,100013,108.14,8
478,474.50,-304.46,8000,100016,169.28,9
479,37.66,-355.75,16000,100013,116.03,8
480,292.57,361.76,4000,100012,18.52,7
481,-57.21,68.75,4000,100008,82.73,8
482,32.22,493.53,16000,100014,228.15,9
483,-469.93,-67.55,8000,100017,26.16,7
484,473.15,19.05,4000,100009,116.85,8
485,222.38,493.11,8000,100011,107.61,8
486,27.02,1.48,16000,100008,62.36,7
487,-376.03,-453.63,8000,100004,97.12,8
488,-449.74,-479.14,8000,100018,154.44,9
489,-109.71,58.52,4000,100005,97.18,8
490,103.41,-148.91,8000,100002,66.97,8
491,-283.54,293.88,16000,100015,89.57,8
492,262.68,-173.90,16000,100001,112.81,8
493,321.84,-143.84,8000,100001,58.72,7
494,-357.11,-170.69,3200,100017,134.41,9
495,256.14,-448.31,3200,100020,86.45,8
496,-270.02,78.70,8000,100010,157.72,9
